GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS567810777	2018-01-15 14:35:03.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Maxwell AFB, Montgomery US-AL (32.3761,-86.3439)	L6722949	P	32.376149	-86.343919	2018-01-15	13:22:00	obsr1002010	S41937099	Traveling	P22	EBIRD	12	7.803		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS565159026	2018-01-07 17:26:33.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			8				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			155 Waters View Dr, Pike Road US-AL (32.3487,-86.0304)	L6685117	P	32.348697	-86.030432	2018-01-07	16:01:00	obsr665305	S41722959	Traveling	P22	EBIRD	24	2.961		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS562779304	2018-01-01 16:43:57.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			16				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.350288	-86.0243332	2018-01-01	15:20:00	obsr665305	S41520448	Traveling	P22	EBIRD	22	4.28		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563758709	2018-01-03 23:03:32.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			6				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2018-01-02	15:21:00	obsr665305	S41604198	Traveling	P22	EBIRD	15	0.692		2	1	G2836808	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS570775031	2018-01-24 14:20:02.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			East McLean Rd., Hope Hull	L1070027	H	32.2373067	-86.3624096	2018-01-24	11:10:00	obsr231506	S42206713	Stationary	P21	EBIRD	10			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563075359	2018-01-03 22:54:31.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			50				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			East McLean Rd., Hope Hull	L1070027	H	32.2373067	-86.3624096	2018-01-02	07:40:00	obsr130801	S41544185	Traveling	P22	EBIRD	14	1.191		2	1	G2836757	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS570780864	2018-01-24 14:46:33.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			East McLean Rd., Hope Hull	L1070027	H	32.2373067	-86.3624096	2018-01-05	14:40:00	obsr231506	S42207187	Stationary	P21	EBIRD	35			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563268468	2018-01-03 23:04:26.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			40				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			East McLean Rd., Hope Hull	L1070027	H	32.2373067	-86.3624096	2018-01-02	15:50:00	obsr130801	S41561733	Traveling	P22	EBIRD	6	1.03		2	1	G2836813	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563756540	2018-01-03 22:54:31.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			50				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			East McLean Rd., Hope Hull	L1070027	H	32.2373067	-86.3624096	2018-01-02	07:40:00	obsr665305	S41603994	Traveling	P22	EBIRD	14	1.191		2	1	G2836757	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS566012945	2018-01-10 12:37:03.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			10				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			East McLean Rd., Hope Hull	L1070027	H	32.2373067	-86.3624096	2018-01-03	13:00:00	obsr231506	S41794465	Stationary	P21	EBIRD	5			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS565749417	2018-05-11 13:45:19.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			42				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1 Festival Dr, Montgomery US-AL (32.3524,-86.2115)	L6693253	P	32.35239	-86.211522	2018-01-09	11:41:00	obsr665305	S41771889	Traveling	P22	EBIRD	26	3.127		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563269486	2018-01-02 22:08:13.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			73				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Montgomery - Jackson Ferry Road	L1057070	P	32.4228988	-86.3043022	2018-01-02	15:37:00	obsr35725	S41561819	Traveling	P22	EBIRD	20	0.402		3	1	G2833084	0	1	0		Montgomery CBC; weather clear with a few thin cirrus clouds and cold; temp 36 F. Walked roadside noting all birds detected. With John Trent and Ashley Peters.	Flyover 	
URN:CornellLabOfOrnithology:EBIRD:OBS563383234	2018-01-02 22:08:13.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			73				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Montgomery - Jackson Ferry Road	L1057070	P	32.4228988	-86.3043022	2018-01-02	15:37:00	obsr136097	S41571407	Traveling	P22	EBIRD	20	0.402		3	1	G2833084	0	1	0		Montgomery CBC; weather clear with a few thin cirrus clouds and cold; temp 36 F. Walked roadside noting all birds detected. With John Trent and Ashley Peters.	Flyover 	
URN:CornellLabOfOrnithology:EBIRD:OBS563337287	2018-01-03 16:14:41.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			13				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Maxwell AFB, Ala	L6657502	P	32.3849212	-86.3452243	2018-01-02	08:50:00	obsr670353	S41567802	Traveling	P22	EBIRD	269	17.236		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS569925969	2018-01-22 10:36:23.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			11				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1 Bridge St, Pike Road US-AL (32.3468,-86.0327)	L6759321	P	32.346813	-86.032711	2018-01-21	15:17:00	obsr665305	S42135877	Traveling	P22	EBIRD	40	5.504		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS566333426	2018-01-11 13:03:30.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			20				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Dam on Lake Cameron back to highway, Pike Road, AL  36064, Pike Road US-AL (32.3561,-86.0182)	L6620960	P	32.356063	-86.018177	2018-01-11	11:49:00	obsr665305	S41820566	Traveling	P22	EBIRD	14	1.611		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS564400666	2018-01-09 14:19:09.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			2				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.350288	-86.0243332	2018-01-05	13:30:00	obsr300074	S41661432	Traveling	P22	EBIRD	60	1.127		2	1		0	1	0		The distance we traveled was one half of the total distance traveled		
URN:CornellLabOfOrnithology:EBIRD:OBS563746841	2018-01-03 23:09:04.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			75				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Wasden Lane, Montgomery, Alabama, US (32.271, -86.355)	L6663874	P	32.2709192	-86.3551204	2018-01-03	09:15:00	obsr130801	S41603246	Traveling	P22	EBIRD	1	0.515		2	1	G2836858	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS566010155	2018-01-10 12:27:35.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			30				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Gateway Park	L6697285	P	32.3358796	-86.3267469	2018-01-03	11:50:00	obsr231506	S41794221	Traveling	P22	EBIRD	10	0.322		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS565795599	2018-01-09 15:33:43.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			37				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			10001–10127 Woodley Rd, Montgomery US-AL (32.2198,-86.1787)	L6694058	P	32.219751	-86.17865	2018-01-09	14:19:00	obsr665305	S41775667	Traveling	P22	EBIRD	14	1.287		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563758936	2018-01-03 23:04:26.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			40				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			East McLean Rd., Hope Hull	L1070027	H	32.2373067	-86.3624096	2018-01-02	15:50:00	obsr665305	S41604213	Traveling	P22	EBIRD	6	1.03		2	1	G2836813	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS566016249	2018-01-10 12:46:44.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			30				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2018-01-04	10:30:00	obsr231506	S41794740	Traveling	P22	EBIRD	20	0.805		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563849166	2018-01-04 10:22:52.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			48				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2018-01-04	09:00:00	obsr345677	S41611796	Traveling	P22	EBIRD	22	1.047		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563760533	2018-01-03 23:09:04.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			75				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Wasden Lane, Montgomery, Alabama, US (32.271, -86.355)	L6663874	P	32.2709192	-86.3551204	2018-01-03	09:15:00	obsr665305	S41604314	Traveling	P22	EBIRD	1	0.515		2	1	G2836858	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS570910450	2018-01-24 23:16:19.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			20				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			331 Pond south of Southern Blvd	L6697488	P	32.3115094	-86.3070488	2018-01-05	15:50:00	obsr231506	S42218035	Stationary	P21	EBIRD	5			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563756669	2018-01-03 22:54:56.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			100				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			7540 Mobile Highway, Montgomery, Alabama, US (32.273, -86.354)	L6653224	P	32.2727805	-86.3544059	2018-01-02	08:27:00	obsr665305	S41604003	Traveling	P22	EBIRD	6	0.274		2	1	G2836760	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563087492	2018-01-03 22:54:56.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			100				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			7540 Mobile Highway, Montgomery, Alabama, US (32.273, -86.354)	L6653224	P	32.2727805	-86.3544059	2018-01-02	08:27:00	obsr130801	S41545252	Traveling	P22	EBIRD	6	0.274		2	1	G2836760	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563268815	2018-01-03 23:03:31.0	1988	species	Double-crested Cormorant	Phalacrocorax auritus			6				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2018-01-02	15:21:00	obsr130801	S41561759	Traveling	P22	EBIRD	15	0.692		2	1	G2836808	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563747311	2018-01-03 23:09:01.0	260.96	domestic	Domestic goose sp. (Domestic type)	Anser sp. (Domestic type)			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1699 Hyundai Boulevard, Montgomery, Alabama, US (32.277, -86.332)	L6663890	P	32.277409	-86.3322271	2018-01-03	09:19:00	obsr130801	S41603292	Stationary	P21	EBIRD	5			1	1	G2836857	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563756408	2018-01-03 22:53:55.0	260.96	domestic	Domestic goose sp. (Domestic type)	Anser sp. (Domestic type)			6				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			8360 Mobile Highway, Hope Hull, Alabama, US (32.253, -86.347)	L6652949	P	32.2527422	-86.3472396	2018-01-02	07:33:00	obsr665305	S41603980	Stationary	P21	EBIRD	2			2	1	G2836754	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563071043	2018-01-03 22:53:55.0	260.96	domestic	Domestic goose sp. (Domestic type)	Anser sp. (Domestic type)			6				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			8360 Mobile Highway, Hope Hull, Alabama, US (32.253, -86.347)	L6652949	P	32.2527422	-86.3472396	2018-01-02	07:33:00	obsr130801	S41543791	Stationary	P21	EBIRD	2			2	1	G2836754	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563760528	2018-01-03 23:09:01.0	260.96	domestic	Domestic goose sp. (Domestic type)	Anser sp. (Domestic type)			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1699 Hyundai Boulevard, Montgomery, Alabama, US (32.277, -86.332)	L6663890	P	32.277409	-86.3322271	2018-01-03	09:19:00	obsr665305	S41604312	Stationary	P21	EBIRD	5			1	1	G2836857	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563757525	2018-01-09 21:46:14.0	11148	species	Downy Woodpecker	Picoides pubescens			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Bankhead Ave	L6654172	P	32.3488616	-86.2892284	2018-01-02	10:40:00	obsr665305	S41604088	Traveling	P22	EBIRD	23	2.189		2	1	G2836779	0	1	0		Montgomery AL Christmas Bird Count		
URN:CornellLabOfOrnithology:EBIRD:OBS563156896	2018-01-03 22:59:24.0	11148	species	Downy Woodpecker	Picoides pubescens			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Oak Park	L2612975	H	32.3692002	-86.2869912	2018-01-02	11:12:00	obsr130801	S41551303	Traveling	P22	EBIRD	12	1.963		2	1	G2836782	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563226608	2018-01-09 21:47:52.0	11148	species	Downy Woodpecker	Picoides pubescens			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			4801-5085 Narrow Lane Road, Montgomery, Alabama, US (32.312, -86.282)	L6655649	P	32.3118441	-86.281822	2018-01-02	13:59:00	obsr130801	S41557786	Traveling	P22	EBIRD	18	0.386		2	1	G2836796	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563758201	2018-01-09 21:47:52.0	11148	species	Downy Woodpecker	Picoides pubescens			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			4801-5085 Narrow Lane Road, Montgomery, Alabama, US (32.312, -86.282)	L6655649	P	32.3118441	-86.281822	2018-01-02	13:59:00	obsr665305	S41604148	Traveling	P22	EBIRD	18	0.386		2	1	G2836796	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563757778	2018-01-03 22:59:24.0	11148	species	Downy Woodpecker	Picoides pubescens			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Oak Park	L2612975	H	32.3692002	-86.2869912	2018-01-02	11:12:00	obsr665305	S41604109	Traveling	P22	EBIRD	12	1.963		2	1	G2836782	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563757126	2018-01-06 18:32:03.0	11148	species	Downy Woodpecker	Picoides pubescens			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			4588-4988 Norman Bridge Road, Montgomery, Alabama, US (32.311, -86.296)	L6653584	P	32.3110495	-86.2963573	2018-01-02	08:54:00	obsr665305	S41604043	Traveling	P22	EBIRD	39	1.448		2	1	G2836769	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563757394	2018-01-06 18:34:34.0	11148	species	Downy Woodpecker	Picoides pubescens			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Huntingdon College	L2482942	H	32.3501016	-86.285339	2018-01-02	10:07:00	obsr665305	S41604072	Traveling	P22	EBIRD	30	0.789		2	1	G2836776	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563135904	2018-01-06 18:34:34.0	11148	species	Downy Woodpecker	Picoides pubescens			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Huntingdon College	L2482942	H	32.3501016	-86.285339	2018-01-02	10:07:00	obsr130801	S41549538	Traveling	P22	EBIRD	30	0.789		2	1	G2836776	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563256224	2018-01-03 16:12:43.0	11148	species	Downy Woodpecker	Picoides pubescens			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Montgomery Landfill	L1056785	H	32.4115595	-86.3283026	2018-01-02	14:42:00	obsr35725	S41560657	Traveling	P22	EBIRD	43	1.174		3	1	G2833082	0	1	0		Montgomery CBC; weather sunny and cold; temp 39 F. Walked roadside and bridge overlooking landfill noting all birds detected. With John Trent and Ashley Peters.		
URN:CornellLabOfOrnithology:EBIRD:OBS563461848	2018-01-03 16:12:43.0	11148	species	Downy Woodpecker	Picoides pubescens			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Montgomery Landfill	L1056785	H	32.4115595	-86.3283026	2018-01-02	14:42:00	obsr228192	S41578277	Traveling	P22	EBIRD	43	1.174		3	1	G2833082	0	1	0		Montgomery CBC; weather sunny and cold; temp 39 F. Walked roadside and bridge overlooking landfill noting all birds detected. With John Trent and Ashley Peters.		
URN:CornellLabOfOrnithology:EBIRD:OBS563337274	2018-01-03 16:14:41.0	11148	species	Downy Woodpecker	Picoides pubescens			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Maxwell AFB, Ala	L6657502	P	32.3849212	-86.3452243	2018-01-02	08:50:00	obsr670353	S41567802	Traveling	P22	EBIRD	269	17.236		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563383168	2018-01-03 16:12:43.0	11148	species	Downy Woodpecker	Picoides pubescens			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Montgomery Landfill	L1056785	H	32.4115595	-86.3283026	2018-01-02	14:42:00	obsr136097	S41571405	Traveling	P22	EBIRD	43	1.174		3	1	G2833082	0	1	0		Montgomery CBC; weather sunny and cold; temp 39 F. Walked roadside and bridge overlooking landfill noting all birds detected. With John Trent and Ashley Peters.		
URN:CornellLabOfOrnithology:EBIRD:OBS563111013	2018-01-06 18:32:03.0	11148	species	Downy Woodpecker	Picoides pubescens			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			4588-4988 Norman Bridge Road, Montgomery, Alabama, US (32.311, -86.296)	L6653584	P	32.3110495	-86.2963573	2018-01-02	08:54:00	obsr130801	S41547367	Traveling	P22	EBIRD	39	1.448		2	1	G2836769	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563148337	2018-01-09 21:46:14.0	11148	species	Downy Woodpecker	Picoides pubescens			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Bankhead Ave	L6654172	P	32.3488616	-86.2892284	2018-01-02	10:40:00	obsr130801	S41550556	Traveling	P22	EBIRD	23	2.189		2	1	G2836779	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS571610529	2018-01-27 15:19:02.0	11148	species	Downy Woodpecker	Picoides pubescens			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Waugh Park	L2063613	H	32.35617	-86.0475	2018-01-27	10:52:00	obsr35725	S42276380	Traveling	P22	EBIRD	41	0.483		1	1		0	1	0		Weather overcast with periods of very light rain; temp 60 F. Walked paved quarter mile trail loop within perimeter of park twice noting all birds detected. Large chorus of Pseudacris feriarum calling from shallow pool in adjacent forested wetland.		
URN:CornellLabOfOrnithology:EBIRD:OBS563253787	2018-01-02 16:22:47.0	11149	issf	Downy Woodpecker	Picoides pubescens	Downy Woodpecker (Eastern)	Picoides pubescens pubescens/medianus	1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			3818-4200 Washington Ferry Road, Montgomery, Alabama, US (32.393, -86.389)	L6656182	P	32.3929102	-86.3889303	2018-01-02	13:38:00	obsr670353	S41560404	Traveling	P22	EBIRD	104	5.761		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563756614	2018-01-03 22:54:39.0	578	spuh	duck sp.	Anatinae sp.			30				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Windham Rd., Pintlala	L665057	H	32.1883615	-86.3681602	2018-01-02	08:02:00	obsr665305	S41603999	Traveling	P22	EBIRD	18	1.706		2	1	G2836759	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563333636	2018-01-03 22:54:39.0	578	spuh	duck sp.	Anatinae sp.			30				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Windham Rd., Pintlala	L665057	H	32.1883615	-86.3681602	2018-01-02	08:02:00	obsr130801	S41567526	Traveling	P22	EBIRD	18	1.706		2	1	G2836759	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563756628	2018-01-03 22:54:39.0	4060	species	Dunlin	Calidris alpina			16				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Windham Rd., Pintlala	L665057	H	32.1883615	-86.3681602	2018-01-02	08:02:00	obsr665305	S41603999	Traveling	P22	EBIRD	18	1.706		2	1	G2836759	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563333650	2018-01-03 22:54:39.0	4060	species	Dunlin	Calidris alpina			16				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Windham Rd., Pintlala	L665057	H	32.1883615	-86.3681602	2018-01-02	08:02:00	obsr130801	S41567526	Traveling	P22	EBIRD	18	1.706		2	1	G2836759	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS571637717	2018-01-27 14:06:46.0	24482	species	Eastern Bluebird	Sialia sialis			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			9916 Troy Hwy, Montgomery US-AL (32.2231,-86.1191)	L6784068	P	32.223119	-86.119096	2018-01-27	13:01:00	obsr1002010	S42278680	Traveling	P22	EBIRD	5	0.112		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563333638	2018-01-03 22:54:39.0	24482	species	Eastern Bluebird	Sialia sialis			4				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Windham Rd., Pintlala	L665057	H	32.1883615	-86.3681602	2018-01-02	08:02:00	obsr130801	S41567526	Traveling	P22	EBIRD	18	1.706		2	1	G2836759	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS562797971	2018-01-01 17:13:21.0	24482	species	Eastern Bluebird	Sialia sialis			2				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			2123–2219 Okfuski Trl, Pike Road US-AL (32.3455,-86.0080)	L6649440	P	32.345463	-86.007992	2018-01-01	15:51:00	obsr665305	S41522150	Traveling	P22	EBIRD	21	5.489		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS571023123	2018-01-25 13:19:00.0	24482	species	Eastern Bluebird	Sialia sialis			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Bell Road and Greenbrook	L1192333	P	32.3428867	-86.1952811	2018-01-25	12:05:00	obsr271969	S42227644	Stationary	P21	EBIRD	4			2	0		0	1	0			Noted on the ground, backyard in an urban area. Yard has a combination of feeders, water sources. Remained for 4 -5 minutes	
URN:CornellLabOfOrnithology:EBIRD:OBS570702336	2018-01-25 18:40:46.0	24482	species	Eastern Bluebird	Sialia sialis			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			stakeout Tundra Swan, Pike Rd. (2018)	L6769689	H	32.262883	-86.081086	2018-01-24	08:10:00	obsr35725	S42198226	Stationary	P21	EBIRD	23			2	1	G2891508	0	1	0		Weather sunny with some thin high cirrus clouds and cold; temp 37 F. Follow up of reported TUSW noting all birds detected during visit.		
URN:CornellLabOfOrnithology:EBIRD:OBS565811136	2018-01-09 16:26:13.0	24482	species	Eastern Bluebird	Sialia sialis			2				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1977–2899 Lower Dublin Rd, Ramer US-AL (32.0337,-86.1749)	L6694321	P	32.033745	-86.174871	2018-01-09	15:14:00	obsr665305	S41777065	Traveling	P22	EBIRD	9	1.287		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS570775034	2018-01-24 14:20:02.0	24482	species	Eastern Bluebird	Sialia sialis			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			East McLean Rd., Hope Hull	L1070027	H	32.2373067	-86.3624096	2018-01-24	11:10:00	obsr231506	S42206713	Stationary	P21	EBIRD	10			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS570204088	2018-01-22 13:06:57.0	24482	species	Eastern Bluebird	Sialia sialis			2				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Montgomery, AL  36117, Montgomery US-AL (32.3710,-86.1814)	L6762834	P	32.37105	-86.181377	2018-01-22	11:48:00	obsr665305	S42157936	Traveling	P22	EBIRD	19	3.427		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS570986327	2018-01-26 08:08:07.0	24482	species	Eastern Bluebird	Sialia sialis			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			6687–7007 Old Pike Rd, Pike Road US-AL (32.2624,-86.0808)	L6773728	P	32.262419	-86.080831	2018-01-25	08:42:00	obsr610490	S42224471	Traveling	P22	EBIRD	20	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563226605	2018-01-09 21:47:52.0	24482	species	Eastern Bluebird	Sialia sialis			4				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			4801-5085 Narrow Lane Road, Montgomery, Alabama, US (32.312, -86.282)	L6655649	P	32.3118441	-86.281822	2018-01-02	13:59:00	obsr130801	S41557786	Traveling	P22	EBIRD	18	0.386		2	1	G2836796	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS566304676	2018-01-11 11:32:41.0	24482	species	Eastern Bluebird	Sialia sialis			1				United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1 Festival Dr, Montgomery US-AL (32.3525,-86.2122)	L6433332	P	32.352499	-86.212244	2018-01-11	10:19:00	obsr665305	S41818329	Traveling	P22	EBIRD	12	2.611		1	1		0	1	0				
